# frame times for dvs-video.avi
# frame# time(s)
0	  0.015541
1	  0.025541
2	  0.035541
3	  0.045541
4	  0.055541
5	  0.065541
6	  0.075541
7	  0.085541
8	  0.095541
9	  0.105541
10	  0.115541
11	  0.125541
12	  0.135541
13	  0.145541
14	  0.155541
15	  0.165541
16	  0.175541
17	  0.185541
18	  0.195541
19	  0.205541
20	  0.215541
21	  0.225541
22	  0.235541
23	  0.245541
24	  0.255541
25	  0.265541
26	  0.275541
27	  0.285541
28	  0.295541
29	  0.305541
30	  0.315541
31	  0.325541
32	  0.335541
33	  0.345541
34	  0.355541
35	  0.365541
36	  0.375541
37	  0.385541
38	  0.395541
39	  0.405541
40	  0.415541
41	  0.425541
42	  0.435541
43	  0.445541
44	  0.455541
45	  0.465541
46	  0.475541
47	  0.485541
48	  0.495541
49	  0.505541
50	  0.515541
51	  0.525541
52	  0.535541
53	  0.545541
54	  0.555541
55	  0.565541
56	  0.575541
57	  0.585541
58	  0.595541
59	  0.605541
60	  0.615541
61	  0.625541
62	  0.635541
63	  0.645541
64	  0.655541
65	  0.665541
66	  0.675541
67	  0.685541
68	  0.695541
69	  0.705541
70	  0.715541
