# frame times for dvs-video.avi
# frame# time(s)
0	  0.035000
1	  0.045000
2	  0.055000
3	  0.065000
4	  0.075000
5	  0.085000
6	  0.095000
7	  0.105000
8	  0.115000
9	  0.125000
10	  0.135000
11	  0.145000
12	  0.155000
13	  0.165000
14	  0.175000
15	  0.185000
16	  0.195000
17	  0.205000
18	  0.215000
19	  0.225000
20	  0.235000
21	  0.245000
22	  0.255000
23	  0.265000
24	  0.275000
25	  0.285000
26	  0.295000
27	  0.305000
28	  0.315000
29	  0.325000
30	  0.335000
31	  0.345000
32	  0.355000
33	  0.365000
34	  0.375000
35	  0.385000
36	  0.395000
37	  0.405000
38	  0.415000
39	  0.425000
40	  0.435000
41	  0.445000
42	  0.455000
43	  0.465000
44	  0.475000
45	  0.485000
46	  0.495000
47	  0.505000
48	  0.515000
49	  0.525000
50	  0.535000
51	  0.545000
52	  0.555000
53	  0.565000
54	  0.575000
55	  0.585000
56	  0.595000
57	  0.605000
58	  0.615000
59	  0.625000
60	  0.635000
61	  0.645000
62	  0.655000
63	  0.665000
64	  0.675000
65	  0.685000
66	  0.695000
67	  0.705000
68	  0.715000
69	  0.725000
70	  0.735000
71	  0.745000
72	  0.755000
73	  0.765000
74	  0.775000
75	  0.785000
76	  0.795000
77	  0.805000
78	  0.815000
79	  0.825000
80	  0.835000
81	  0.845000
82	  0.855000
83	  0.865000
84	  0.875000
85	  0.885000
86	  0.895000
87	  0.905000
88	  0.915000
89	  0.925000
90	  0.935000
91	  0.945000
92	  0.955000
93	  0.965000
94	  0.975000
95	  0.985000
96	  0.995000
97	  1.005000
