# frame times for dvs-video.avi
# frame# time(s)
0	  0.045000
1	  0.055000
2	  0.065000
3	  0.075000
4	  0.085000
5	  0.095000
6	  0.105000
7	  0.115000
8	  0.125000
9	  0.135000
10	  0.145000
11	  0.155000
12	  0.165000
13	  0.175000
14	  0.185000
15	  0.195000
16	  0.205000
17	  0.215000
18	  0.225000
19	  0.235000
20	  0.245000
21	  0.255000
22	  0.265000
23	  0.275000
24	  0.285000
25	  0.295000
26	  0.305000
27	  0.315000
28	  0.325000
29	  0.335000
30	  0.345000
31	  0.355000
32	  0.365000
33	  0.375000
34	  0.385000
35	  0.395000
36	  0.405000
37	  0.415000
38	  0.425000
39	  0.435000
40	  0.445000
41	  0.455000
42	  0.465000
43	  0.475000
44	  0.485000
45	  0.495000
46	  0.505000
47	  0.515000
48	  0.525000
49	  0.535000
50	  0.545000
51	  0.555000
52	  0.565000
53	  0.575000
54	  0.585000
55	  0.595000
56	  0.605000
57	  0.615000
58	  0.625000
59	  0.635000
60	  0.645000
61	  0.655000
62	  0.665000
63	  0.675000
64	  0.685000
65	  0.695000
66	  0.705000
67	  0.715000
68	  0.725000
69	  0.735000
70	  0.745000
71	  0.755000
72	  0.765000
73	  0.775000
74	  0.785000
75	  0.795000
76	  0.805000
77	  0.815000
78	  0.825000
79	  0.835000
80	  0.845000
81	  0.855000
82	  0.865000
83	  0.875000
84	  0.885000
85	  0.895000
86	  0.905000
87	  0.915000
88	  0.925000
89	  0.935000
90	  0.945000
91	  0.955000
92	  0.965000
93	  0.975000
94	  0.985000
95	  0.995000
96	  1.005000
